CIE10,DIAGNO,CLASIFICA,CDIAG
X825,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN COMERCIO Y AREA SERVICIOS,EVENTOS DE INTENCIÓN NO DETERMINADA,X825      LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN COMERCIO Y AREA SERVICIOS
X826,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN AREA INDUSTRIAL Y CONSTRUCCION,EVENTOS DE INTENCIÓN NO DETERMINADA,X826      LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN AREA INDUSTRIAL Y CONSTRUCCION
X827,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN GRANJA,EVENTOS DE INTENCIÓN NO DETERMINADA,X827      LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN GRANJA
X828,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN OTRO LUGAR ESPECIFICADO,EVENTOS DE INTENCIÓN NO DETERMINADA,X828      LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN OTRO LUGAR ESPECIFICADO
X829,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN LUGAR NO ESPECIFICADO,EVENTOS DE INTENCIÓN NO DETERMINADA,X829      LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO MOTOR EN LUGAR NO ESPECIFICADO
X83,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS,EVENTOS DE INTENCIÓN NO DETERMINADA,X83       LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS
X830,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN VIVIENDA,EVENTOS DE INTENCIÓN NO DETERMINADA,X830      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN VIVIENDA
X831,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN INSTITUCION RESIDENCIAL,EVENTOS DE INTENCIÓN NO DETERMINADA,X831      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN INSTITUCION RESIDENCIAL
X832,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,EVENTOS DE INTENCIÓN NO DETERMINADA,X832      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X833,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN AREAS DEPORTE Y ATLETISMO,EVENTOS DE INTENCIÓN NO DETERMINADA,X833      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN AREAS DEPORTE Y ATLETISMO
X834,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN CALLES Y CARRETERAS,EVENTOS DE INTENCIÓN NO DETERMINADA,X834      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN CALLES Y CARRETERAS
X835,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN COMERCIO Y AREA SERVICIOS,EVENTOS DE INTENCIÓN NO DETERMINADA,X835      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN COMERCIO Y AREA SERVICIOS
X836,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN AREA INDUSTRIAL Y CONSTRUCCION,EVENTOS DE INTENCIÓN NO DETERMINADA,X836      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN AREA INDUSTRIAL Y CONSTRUCCION
X837,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN GRANJA,EVENTOS DE INTENCIÓN NO DETERMINADA,X837      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN GRANJA
X838,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN OTRO LUGAR ESPECIFICADO,EVENTOS DE INTENCIÓN NO DETERMINADA,X838      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN OTRO LUGAR ESPECIFICADO
X839,LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN LUGAR NO ESPECIFICADO,AGRESIONES,X839      LESION AUTOINFLIGIDA INTECIONALMENTE POR OTROS MEDIOS ESPECIFICADOS EN LUGAR NO ESPECIFICADO
X84,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS,AGRESIONES,X84       LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS
X840,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN VIVIENDA,AGRESIONES,X840      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN VIVIENDA
X841,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN INSTITUCION RESIDENCIAL,AGRESIONES,X841      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN INSTITUCION RESIDENCIAL
X842,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X842      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X843,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X843      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN AREAS DEPORTE Y ATLETISMO
X844,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN CALLES Y CARRETERAS,AGRESIONES,X844      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN CALLES Y CARRETERAS
X845,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X845      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN COMERCIO Y AREA SERVICIOS
X846,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X846      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN AREA INDUSTRIAL Y CONSTRUCCION
X847,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN GRANJA,AGRESIONES,X847      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN GRANJA
X848,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X848      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN OTRO LUGAR ESPECIFICADO
X849,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN LUGAR NO ESPECIFICADO,AGRESIONES,X849      LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS EN LUGAR NO ESPECIFICADO
X85,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS,AGRESIONES,X85       AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
X850,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN VIVIENDA,AGRESIONES,X850      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN VIVIENDA
X851,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN INSTITUCION RESIDENCIAL,AGRESIONES,X851      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN INSTITUCION RESIDENCIAL
X852,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X852      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X853,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X853      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN AREAS DEPORTE Y ATLETISMO
X854,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN CALLES Y CARRETERAS,AGRESIONES,X854      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN CALLES Y CARRETERAS
X855,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X855      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN COMERCIO Y AREA SERVICIOS
X856,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X856      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN AREA INDUSTRIAL Y CONSTRUCCION
X857,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN GRANJA,AGRESIONES,X857      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN GRANJA
X858,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X858      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN OTRO LUGAR ESPECIFICADO
X859,AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN LUGAR NO ESPECIFICADO,AGRESIONES,X859      AGRESION CON DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN LUGAR NO ESPECIFICADO
X86,AGRESION CON SUSTANCIA CORROSIVA,AGRESIONES,X86       AGRESION CON SUSTANCIA CORROSIVA
X860,AGRESION CON SUSTANCIA CORROSIVA EN VIVIENDA,AGRESIONES,X860      AGRESION CON SUSTANCIA CORROSIVA EN VIVIENDA
X861,AGRESION CON SUSTANCIA CORROSIVA EN INSTITUCION RESIDENCIAL,AGRESIONES,X861      AGRESION CON SUSTANCIA CORROSIVA EN INSTITUCION RESIDENCIAL
X862,AGRESION CON SUSTANCIA CORROSIVA EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X862      AGRESION CON SUSTANCIA CORROSIVA EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X863,AGRESION CON SUSTANCIA CORROSIVA EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X863      AGRESION CON SUSTANCIA CORROSIVA EN AREAS DEPORTE Y ATLETISMO
X864,AGRESION CON SUSTANCIA CORROSIVA EN CALLES Y CARRETERAS,AGRESIONES,X864      AGRESION CON SUSTANCIA CORROSIVA EN CALLES Y CARRETERAS
X865,AGRESION CON SUSTANCIA CORROSIVA EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X865      AGRESION CON SUSTANCIA CORROSIVA EN COMERCIO Y AREA SERVICIOS
X866,AGRESION CON SUSTANCIA CORROSIVA EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X866      AGRESION CON SUSTANCIA CORROSIVA EN AREA INDUSTRIAL Y CONSTRUCCION
X867,AGRESION CON SUSTANCIA CORROSIVA EN GRANJA,AGRESIONES,X867      AGRESION CON SUSTANCIA CORROSIVA EN GRANJA
X868,AGRESION CON SUSTANCIA CORROSIVA EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X868      AGRESION CON SUSTANCIA CORROSIVA EN OTRO LUGAR ESPECIFICADO
X869,AGRESION CON SUSTANCIA CORROSIVA EN LUGAR NO ESPECIFICADO,AGRESIONES,X869      AGRESION CON SUSTANCIA CORROSIVA EN LUGAR NO ESPECIFICADO
X87,AGRESION CON PLAGUICIDAS,AGRESIONES,X87       AGRESION CON PLAGUICIDAS
X870,AGRESION CON PLAGUICIDAS EN VIVIENDA,AGRESIONES,X870      AGRESION CON PLAGUICIDAS EN VIVIENDA
X871,AGRESION CON PLAGUICIDAS EN INSTITUCION RESIDENCIAL,AGRESIONES,X871      AGRESION CON PLAGUICIDAS EN INSTITUCION RESIDENCIAL
X872,AGRESION CON PLAGUICIDAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X872      AGRESION CON PLAGUICIDAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X873,AGRESION CON PLAGUICIDAS EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X873      AGRESION CON PLAGUICIDAS EN AREAS DEPORTE Y ATLETISMO
X874,AGRESION CON PLAGUICIDAS EN CALLES Y CARRETERAS,AGRESIONES,X874      AGRESION CON PLAGUICIDAS EN CALLES Y CARRETERAS
X875,AGRESION CON PLAGUICIDAS EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X875      AGRESION CON PLAGUICIDAS EN COMERCIO Y AREA SERVICIOS
X876,AGRESION CON PLAGUICIDAS EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X876      AGRESION CON PLAGUICIDAS EN AREA INDUSTRIAL Y CONSTRUCCION
X877,AGRESION CON PLAGUICIDAS EN GRANJA,AGRESIONES,X877      AGRESION CON PLAGUICIDAS EN GRANJA
X878,AGRESION CON PLAGUICIDAS EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X878      AGRESION CON PLAGUICIDAS EN OTRO LUGAR ESPECIFICADO
X879,AGRESION CON PLAGUICIDAS EN LUGAR NO ESPECIFICADO,AGRESIONES,X879      AGRESION CON PLAGUICIDAS EN LUGAR NO ESPECIFICADO
X88,AGRESION CON GASES Y VAPORES,AGRESIONES,X88       AGRESION CON GASES Y VAPORES
X880,AGRESION CON GASES Y VAPORES EN VIVIENDA,AGRESIONES,X880      AGRESION CON GASES Y VAPORES EN VIVIENDA
X881,AGRESION CON GASES Y VAPORES EN INSTITUCION RESIDENCIAL,AGRESIONES,X881      AGRESION CON GASES Y VAPORES EN INSTITUCION RESIDENCIAL
X882,AGRESION CON GASES Y VAPORES EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X882      AGRESION CON GASES Y VAPORES EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X883,AGRESION CON GASES Y VAPORES EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X883      AGRESION CON GASES Y VAPORES EN AREAS DEPORTE Y ATLETISMO
X884,AGRESION CON GASES Y VAPORES EN CALLES Y CARRETERAS,AGRESIONES,X884      AGRESION CON GASES Y VAPORES EN CALLES Y CARRETERAS
X885,AGRESION CON GASES Y VAPORES EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X885      AGRESION CON GASES Y VAPORES EN COMERCIO Y AREA SERVICIOS
X886,AGRESION CON GASES Y VAPORES EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X886      AGRESION CON GASES Y VAPORES EN AREA INDUSTRIAL Y CONSTRUCCION
X887,AGRESION CON GASES Y VAPORES EN GRANJA,AGRESIONES,X887      AGRESION CON GASES Y VAPORES EN GRANJA
X888,AGRESION CON GASES Y VAPORES EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X888      AGRESION CON GASES Y VAPORES EN OTRO LUGAR ESPECIFICADO
X89,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS,AGRESIONES,X89       AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS
X890,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN VIVIENDA,AGRESIONES,X890      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN VIVIENDA
X891,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN INSTITUCION RESIDENCIAL,AGRESIONES,X891      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN INSTITUCION RESIDENCIAL
X892,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X892      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X893,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X893      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN AREAS DEPORTE Y ATLETISMO
X894,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN CALLES Y CARRETERAS,AGRESIONES,X894      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN CALLES Y CARRETERAS
X895,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X895      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN COMERCIO Y AREA SERVICIOS
X896,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN AREA IDUSTRIAL Y CONSTRUCCION,AGRESIONES,X896      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN AREA IDUSTRIAL Y CONSTRUCCION
X897,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN GRANJA,AGRESIONES,X897      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN GRANJA
X898,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X898      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN OTRO LUGAR ESPECIFICADO
X899,AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN LUGAR NO ESPECIFICADO,AGRESIONES,X899      AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADAS EN LUGAR NO ESPECIFICADO
X90,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS,AGRESIONES,X90       AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS
X900,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN VIVIENDA,AGRESIONES,X900      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN VIVIENDA
X901,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN INSTITUCION RESIDENCIAL,AGRESIONES,X901      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN INSTITUCION RESIDENCIAL
X902,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X902      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X903,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X903      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN AREAS DEPORTE Y ATLETISMO
X904,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN CALLES Y CARRETERAS,AGRESIONES,X904      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN CALLES Y CARRETERAS
X905,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X905      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN COMERCIO Y AREA SERVICIOS
X906,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN AREAS INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X906      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN AREAS INDUSTRIAL Y CONSTRUCCION
X907,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN GRANJA,AGRESIONES,X907      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN GRANJA
X908,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X908      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN OTRO LUGAR ESPECIFICADO
X909,AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN LUGAR NO ESPECIFICADO,AGRESIONES,X909      AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADAS EN LUGAR NO ESPECIFICADO
X91,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION,AGRESIONES,X91       AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION
X910,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN VIVIENDA,AGRESIONES,X910      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN VIVIENDA
X911,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN INSTITUCION RESIDENCIAL,AGRESIONES,X911      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN INSTITUCION RESIDENCIAL
X912,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X912      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
X913,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN AREAS DEPORTE Y ATLETISMO,AGRESIONES,X913      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN AREAS DEPORTE Y ATLETISMO
X914,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN CALLES Y CARRETERAS,AGRESIONES,X914      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN CALLES Y CARRETERAS
X915,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN COMERCIO Y AREA SERVICIOS,AGRESIONES,X915      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN COMERCIO Y AREA SERVICIOS
X916,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN AREA INDUSTRIAL Y CONSTRUCCION,AGRESIONES,X916      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN AREA INDUSTRIAL Y CONSTRUCCION
X917,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN GRANJA,AGRESIONES,X917      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN GRANJA
X918,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN OTRO LUGAR ESPECIFICADO,AGRESIONES,X918      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN OTRO LUGAR ESPECIFICADO
X919,AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN LUGAR NO ESPECIFICADO,AGRESIONES,X919      AGRESION POR AHORCAMIENTO ESTRANGULAMIENTO Y SOFOCACION EN LUGAR NO ESPECIFICADO
X92,AGRESION POR AHOGAMIENTO Y SUMERSION,AGRESIONES,X92       AGRESION POR AHOGAMIENTO Y SUMERSION
X920,AGRESION POR AHOGAMIENTO Y SUMERSION EN VIVIENDA,AGRESIONES,X920      AGRESION POR AHOGAMIENTO Y SUMERSION EN VIVIENDA
X921,AGRESION POR AHOGAMIENTO Y SUMERSION EN INSTITUCION RESIDENCIAL,AGRESIONES,X921      AGRESION POR AHOGAMIENTO Y SUMERSION EN INSTITUCION RESIDENCIAL
X922,AGRESION POR AHOGAMIENTO Y SUMERSION EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA,AGRESIONES,X922      AGRESION POR AHOGAMIENTO Y SUMERSION EN ESCUELAS Y OTRAS INSTITUCIONES Y AREAS DE ADMINISTRACION PUBLICA
